,Player,2019 FantasyPoints,2020 FantasyPoints,2021 FantasyPoints,Production21,Average Total Production,2021 Tm,Pos,AVG,Prediction
18,Brian Robinson Jr.,0.0,0.0,107.0,0.0,0.0,WAS,RB,177.0,181.33800000000008
19,Wan'Dale Robinson,0.0,0.0,58.3,0.0,0.0,NYG,WR,210.3,183.2895000000001
20,Trey McBride,0.0,0.0,29.8,0.0,0.0,ARI,TE,251.5,82.41834444444449
21,Tyler Allgeier,0.0,0.0,81.5,0.0,0.0,ATL,RB,149.5,200.20599999999996
22,Tyrion Davis-Price,0.0,0.0,44.4,0.0,0.0,SF,RB,192.5,82.41834444444449
23,Tyquan Thornton,0.0,0.0,14.1,0.0,0.0,NE,WR,272.5,82.41834444444449
24,Zamir White,0.0,0.0,61.9,0.0,0.0,LV,RB,198.8,65.5965555555555
25,Khalil Shakir,0.0,0.0,16.8,0.0,0.0,BUF,WR,385.0,12.659000000000002
26,Romeo Doubs,0.0,0.0,53.1,0.0,0.0,GB,WR,194.5,197.9764999999999
27,Calvin Austin III,0.0,0.0,20.6,0.0,0.0,PIT,WR,345.0,12.659000000000002
28,Greg Dulcich,0.0,0.0,28.9,0.0,0.0,DEN,TE,312.0,12.659000000000002
29,Hassan Haskins,0.0,0.0,46.0,0.0,0.0,TEN,RB,209.0,65.5965555555555
30,Pierre Strong Jr.,0.0,0.0,22.0,0.0,0.0,NE,RB,276.5,65.5965555555555
31,Jelani Woods,0.0,0.0,34.2,0.0,0.0,IND,TE,280.0,33.20628888888888
32,Danny Gray,0.0,0.0,15.9,0.0,0.0,SF,WR,396.0,12.659000000000002
33,Keaontay Ingram,0.0,0.0,15.7,0.0,0.0,ARI,RB,236.0,82.41834444444449
34,Velus Jones Jr.,0.0,0.0,50.5,0.0,0.0,CHI,WR,276.0,12.659000000000002
35,Kyren Williams,0.0,0.0,14.7,0.0,0.0,LAR,RB,293.0,65.5965555555555
36,Kyle Philips,0.0,0.0,12.0,0.0,0.0,TEN,WR,303.0,82.41834444444449
37,Tyler Badie,0.0,0.0,12.9,0.0,0.0,BAL,RB,248.0,82.41834444444449
39,Snoop Conner,0.0,0.0,11.9,0.0,0.0,JAC,RB,305.0,65.5965555555555
42,Isaiah Likely,0.0,0.0,26.7,0.0,0.0,BAL,TE,393.0,12.659000000000002
43,Isiah Pacheco,0.0,0.0,52.3,0.0,0.0,KC,RB,215.0,65.5965555555555
44,Cade Otton,0.0,0.0,30.0,0.0,0.0,TB,TE,279.5,33.20628888888888
45,Daniel Bellinger,0.0,0.0,37.1,0.0,0.0,NYG,TE,301.5,12.659000000000002
53,Abram Smith,0.0,0.0,13.9,0.0,0.0,NO,RB,250.0,82.41834444444449
57,Jalen Nailor,0.0,0.0,5.8,0.0,0.0,MIN,WR,350.0,12.659000000000002
0,Kenny Pickett,0.0,0.0,102.4,0.0,0.0,PIT,QB,265.5,76.01527777777773
1,Malik Willis,0.0,0.0,12.1,0.0,0.0,TEN,QB,316.0,197.8309999999999
2,Desmond Ridder,0.0,0.0,80.5,0.0,0.0,ATL,QB,287.0,27.32850000000001
